Manufacture,Type,Engine,Controllers,SPN,FMI,Code 
Hyundai,Loader,Yanmar,Ecm,29,8,pulse Accelerator Sensor Error (pulse Communication)        
Hyundai,Excavator,Scania,Ecm,46,1,low Air Pressure Signal From Aps        
Hyundai,Forklift,Scania,Ecm,46,1,low Air Pressure Signal From Aps        
Hyundai,Loader,Scania,Ecm,46,1,low Air Pressure Signal From Aps        
Hyundai,Forklift,Cummins,Ecm,46,2,voltage At Wet Tank Pressure Signal Indicates Wet Tank Pressure Is Too High or
Hyundai,Forklift,Cummins,Ecm,46,3,high Voltage Detected At Air Compressor Wet Tank Pressure Signal Circuit.   
Hyundai,Forklift,Cummins,Ecm,46,4,low Voltage Detected At Air Compressor Wet Tank Pressure Sensor.    
Hyundai,Excavator,Scania,Ecm,46,19,can Message Timeout From Aps         
Hyundai,Forklift,Scania,Ecm,46,19,can Message Timeout From Aps         
Hyundai,Loader,Scania,Ecm,46,19,can Message Timeout From Aps         
Hyundai,Forklift,Scania,Ecm,51,0,"the Position of the Valve Used to Regulate the Supply of a Fluid, Usually"
Hyundai,Forklift,Scania,Ecm,51,1,"the Position of the Valve Used to Regulate the Supply of a Fluid, Usually"
Hyundai,Excavator,Cummins,Ecm,51,2,"engine Intake Throttle Actuator Position Sensor - Data Erratic, Intermittent, or Incorrect  "
Hyundai,Loader,Cummins,Ecm,51,2,"engine Intake Throttle Actuator Position Sensor - Data Erratic, Intermittent, or Incorrect  "
Hyundai,Forklift,Scania,Ecm,51,2,"the Position of the Valve Used to Regulate the Supply of a Fluid, Usually"
Hyundai,Excavator,Cummins,Ecm,51,3,"engine Intake Throttle Actuator Position Sensor Circuit- Voltage Above Normal, or Shorted to High"
Hyundai,Loader,Cummins,Ecm,51,3,"engine Intake Throttle Actuator Position Sensor Circuit- Voltage Above Normal, or Shorted to High"
Hyundai,Excavator,Perkins,Ecm,51,3,engine Throttle Valve 1 Position : Voltage Above Normal     
Hyundai,Loader,Perkins,Ecm,51,3,engine Throttle Valve 1 Position : Voltage Above Normal     
Hyundai,Excavator,Scania,Ecm,51,3,"throttle Position Sensor 1, Short Circuit to +24      "
Hyundai,Forklift,Scania,Ecm,51,3,"the Position of the Valve Used to Regulate the Supply of a Fluid, Usually"
Hyundai,Loader,Scania,Ecm,51,3,"throttle Position Sensor 1, Short Circuit to +24      "
Hyundai,Excavator,Yanmar,Ecm,51,3,intake Throttle Position Sensor Error (voltage High)       
Hyundai,Loader,Yanmar,Ecm,51,3,intake Throttle Position Sensor Error (voltage High)       
Hyundai,Excavator,Cummins,Ecm,51,4,"engine Intake Throttle Actuator Position Sensor Circuit- Voltage Above Normal, or Shorted to Low"
Hyundai,Loader,Cummins,Ecm,51,4,"engine Intake Throttle Actuator Position Sensor Circuit- Voltage Above Normal, or Shorted to Low"
Hyundai,Excavator,Perkins,Ecm,51,4,engine Throttle Valve 1 Position : Voltage Below Normal     
Hyundai,Loader,Perkins,Ecm,51,4,engine Throttle Valve 1 Position : Voltage Below Normal     
Hyundai,Excavator,Scania,Ecm,51,4,"throttle Position Sensor 1, Short Circuit to Ground      "
Hyundai,Forklift,Scania,Ecm,51,4,"the Position of the Valve Used to Regulate the Supply of a Fluid, Usually"
Hyundai,Loader,Scania,Ecm,51,4,"throttle Position Sensor 1, Short Circuit to Ground      "
Hyundai,Excavator,Yanmar,Ecm,51,4,intake Throttle Position Sensor Error (voltage Low)       
Hyundai,Loader,Yanmar,Ecm,51,4,intake Throttle Position Sensor Error (voltage Low)       
Hyundai,Forklift,Scania,Ecm,51,5,"the Position of the Valve Used to Regulate the Supply of a Fluid, Usually"
Hyundai,Excavator,Scania,Ecm,51,7,"throttle Position Sensor, Not Plausible         "
Hyundai,Forklift,Scania,Ecm,51,7,"throttle Position Sensor, Not Plausible         "
Hyundai,Loader,Scania,Ecm,51,7,"throttle Position Sensor, Not Plausible         "
Hyundai,Excavator,Scania,Ecm,51,8,endpoints of Throttle Position Sensor Are Out of Range     
Hyundai,Forklift,Scania,Ecm,51,8,endpoints of Throttle Position Sensor Are Out of Range     
Hyundai,Loader,Scania,Ecm,51,8,endpoints of Throttle Position Sensor Are Out of Range     
Hyundai,Excavator,Scania,Ecm,51,9,"throttle Position Sensor, Correlation Error         "
Hyundai,Forklift,Scania,Ecm,51,9,"throttle Position Sensor, Correlation Error         "
Hyundai,Loader,Scania,Ecm,51,9,"throttle Position Sensor, Correlation Error         "
Hyundai,Excavator,Cummins,Ecm,52,0,coolant Temperature 2 - Data Valid but Above Normal Operational Range - Most Severe
Hyundai,Forklift,Cummins,Ecm,52,0,coolant Temperature : Coolant Temperature 2 - Data Valid but Above Normal Operational Range
Hyundai,Loader,Cummins,Ecm,52,0,coolant Temperature 2 - Data Valid but Above Normal Operational Range - Most Severe
Hyundai,Excavator,Cummins,Ecm,52,3,"coolant Temperature 2 Sensor Circuit - Voltage Above Normal, or Shorted to High Source"
Hyundai,Forklift,Cummins,Ecm,52,3,"coolant Temperature : Coolant Temperature 2 Sensor Circuit - Voltage Above Normal, or Shorted"
Hyundai,Loader,Cummins,Ecm,52,3,"coolant Temperature 2 Sensor Circuit - Voltage Above Normal, or Shorted to High Source"
Hyundai,Excavator,Cummins,Ecm,52,4,"coolant Temperature 2 Sensor Circuit - Voltage Below Normal, or Shorted to Low Source"
Hyundai,Forklift,Cummins,Ecm,52,4,"coolant Temperature : Coolant Temperature 2 Sensor Circuit - Voltage Below Normal, or Shorted"
Hyundai,Loader,Cummins,Ecm,52,4,"coolant Temperature 2 Sensor Circuit - Voltage Below Normal, or Shorted to Low Source"
Hyundai,Excavator,Cummins,Ecm,52,16,coolant Temperature 2 - Data Valid but Above Normal Operational Range - Moderately Severe
Hyundai,Forklift,Cummins,Ecm,52,16,coolant Temperature : Coolant Temperature 2 - Data Valid but Above Normal Operational Range
Hyundai,Loader,Cummins,Ecm,52,16,coolant Temperature 2 - Data Valid but Above Normal Operational Range - Moderately Severe
Hyundai,Excavator,Cummins,Ecm,70,2,"parking Brake Switch - Data Erratic, Intermittent, or Incorrect     "
Hyundai,Loader,Cummins,Ecm,70,2,"parking Brake Switch - Data Erratic, Intermittent, or Incorrect     "
Hyundai,Forklift,Cummins,Ecm,73,11,error Detected in Lift Pump Circuit At Pins 11 and 22 of the Engine
Hyundai,Excavator,Cummins,Ecm,81,16,engine Diesel Particulate Filter Intake Pressure - Data Valid but Above Normal Operating Range
Hyundai,Forklift,Cummins,Ecm,81,16,engine Diesel Particulate Filter Intake Pressure - Data Valid but Above Normal Operating Range
Hyundai,Loader,Cummins,Ecm,81,16,engine Diesel Particulate Filter Intake Pressure - Data Valid but Above Normal Operating Range
Hyundai,Excavator,Cummins,Ecm,84,2,"wheel-Based Vehicle Speed - Data Erratic, Intermittent or Incorrect     "
Hyundai,Forklift,Cummins,Ecm,84,2,"vehicle Speed Sensor Circuit - Data Erratic, Intermittent, or Incorrect    "
Hyundai,Loader,Cummins,Ecm,84,2,"wheel-Based Vehicle Speed - Data Erratic, Intermittent or Incorrect     "
Hyundai,Excavator,Cummins,Ecm,84,9,wheel-Based Vehicle Speed - Abnormal Update Rate       
Hyundai,Forklift,Cummins,Ecm,84,9,wheel-Based Vehicle Speed - Abnormal Update Rate       
Hyundai,Loader,Cummins,Ecm,84,9,wheel-Based Vehicle Speed - Abnormal Update Rate       
Hyundai,Excavator,Cummins,Ecm,84,10,wheel-Based Vehicle Speed Sensor Circuit Tampering Has Been Detected - Abnormal Rate of Change
Hyundai,Forklift,Cummins,Ecm,84,10,wheel-Based Vehicle Speed : Vehicle Speed Sensor Circuit Tampering Has Been Detected - Abnormal
Hyundai,Loader,Cummins,Ecm,84,10,wheel-Based Vehicle Speed Sensor Circuit Tampering Has Been Detected - Abnormal Rate of Change
Hyundai,Forklift,Cummins,Ecm,84,18,wheel-Based Vehicle Speed Data Valid but Below Normal Operational Range Moderately Severe Level. the
Hyundai,Excavator,Cummins,Ecm,84,19,wheel-Based Vehicle Speed - Received Network Data in Error     
Hyundai,Forklift,Cummins,Ecm,84,19,wheel-Based Vehicle Speed - Received Network Data in Error     
Hyundai,Loader,Cummins,Ecm,84,19,wheel-Based Vehicle Speed - Received Network Data in Error     
Hyundai,Excavator,Cummins,Ecm,91,0,accelerator Pedal or Lever Position Sensor 1 - Data Valid but Above Normal Operational
Hyundai,Loader,Cummins,Ecm,91,0,accelerator Pedal or Lever Position Sensor 1 - Data Valid but Above Normal Operational
Hyundai,Excavator,Cummins,Ecm,91,1,accelerator Pedal or Lever Position 1 Sensor Circuit Frequency - Data Valid but Below
Hyundai,Forklift,Cummins,Ecm,91,1,accelerator Pedal or Lever Position 1 Sensor Circuit Frequency - Data Valid but Below
Hyundai,Loader,Cummins,Ecm,91,1,accelerator Pedal or Lever Position 1 Sensor Circuit Frequency - Data Valid but Below
Hyundai,Excavator,Cummins,Ecm,91,2,"accelerator Pedal or Lever Position Sensor 1 - Data Erratic, Intermittent or Incorrect "
Hyundai,Forklift,Cummins,Ecm,91,2,accelerator Pedal Idle Validation Circuit - Data Incorrect      
Hyundai,Loader,Cummins,Ecm,91,2,"accelerator Pedal or Lever Position Sensor 1 - Data Erratic, Intermittent or Incorrect "
Hyundai,Excavator,Perkins,Ecm,91,2,"accelerator Pedal Position 1 : Erratic, Intermittent or Inaccurate     "
Hyundai,Loader,Perkins,Ecm,91,2,"accelerator Pedal Position 1 : Erratic, Intermittent or Inaccurate     "
Hyundai,Excavator,Scania,Ecm,91,2,auxiliary Accelerator Pedal Is Used Due to Other Fault     
Hyundai,Forklift,Scania,Ecm,91,2,auxiliary Accelerator Pedal Is Used Due to Other Fault     
Hyundai,Loader,Scania,Ecm,91,2,auxiliary Accelerator Pedal Is Used Due to Other Fault     
Hyundai,Excavator,Cummins,Ecm,91,3,"accelerator Pedal or Lever Position Sensor 1 Circuit - Voltage Above Normal, or Shorted"
Hyundai,Forklift,Cummins,Ecm,91,3,"accelerator Pedal or Lever Position Sensor 1 Circuit - Voltage Above Normal, or Shorted"
Hyundai,Loader,Cummins,Ecm,91,3,"accelerator Pedal or Lever Position Sensor 1 Circuit - Voltage Above Normal, or Shorted"
Hyundai,Excavator,Perkins,Ecm,91,3,accelerator Pedal Position 1 : Voltage Above Normal      
Hyundai,Loader,Perkins,Ecm,91,3,accelerator Pedal Position 1 : Voltage Above Normal      
Hyundai,Excavator,Yanmar,Ecm,91,3,accelerator Sensor 1 Error (voltage High)        
Hyundai,Loader,Yanmar,Ecm,91,3,accelerator Sensor 1 Error (voltage High)        
Hyundai,Forklift,Cummins,Ecm,91,4,fc 131: High Voltage Detected At Accelerator Position Signal Pin 30 of the Oem
Hyundai,Loader,Cummins,Ecm,91,4,accelerator Pedal or Lever Position Sensor 1 Circuit - Voltage Below Normal or Shorted
Hyundai,Excavator,Perkins,Ecm,91,4,accelerator Pedal Position 1 : Voltage Below Normal      
Hyundai,Loader,Perkins,Ecm,91,4,accelerator Pedal Position 1 : Voltage Below Normal      
Hyundai,Excavator,Yanmar,Ecm,91,4,accelerator Sensor 1 Error (voltage Low)        
Hyundai,Loader,Yanmar,Ecm,91,4,accelerator Sensor 1 Error (voltage Low)        
Hyundai,Forklift,Cummins,Ecm,91,8,accelerator Pedal Position Sensor Circuit - High Frequency      
Hyundai,Excavator,Perkins,Ecm,91,8,"accelerator Pedal Position 1 : Abnormal Frequency, Pulse Width or Period   "
Hyundai,Loader,Perkins,Ecm,91,8,"accelerator Pedal Position 1 : Abnormal Frequency, Pulse Width or Period   "
Hyundai,Excavator,Cummins,Ecm,91,9,sae J1939 Multiplexed Accelerator Pedal or Lever Sensor System - Abnormal Update Rate 
Hyundai,Forklift,Cummins,Ecm,91,9,sae J1939 Multiplexed Accelerator Pedal or Lever Sensor System - Abnormal Update Rate 
Hyundai,Loader,Cummins,Ecm,91,9,sae J1939 Multiplexed Accelerator Pedal or Lever Sensor System - Abnormal Update Rate 
Hyundai,Excavator,Scania,Ecm,91,9,accelerator Pedal Faulty or Error Via Can       
Hyundai,Forklift,Scania,Ecm,91,9,accelerator Pedal Faulty or Error Via Can       
Hyundai,Loader,Scania,Ecm,91,9,accelerator Pedal Faulty or Error Via Can       
Hyundai,Excavator,Scania,Ecm,91,10,"accelerator Pedal Not Plausible, Faulty         "
Hyundai,Forklift,Scania,Ecm,91,10,"accelerator Pedal Not Plausible, Faulty         "
Hyundai,Loader,Scania,Ecm,91,10,"accelerator Pedal Not Plausible, Faulty         "
Hyundai,Forklift,Cummins,Ecm,91,13,accelerator Pedal Idle Validation Circuit - Out of Calibration     
Hyundai,Excavator,Cummins,Ecm,91,19,sae J1939 Multiplexed Accelerator Pedal or Lever Sensor System - Received Network Data in
Hyundai,Forklift,Cummins,Ecm,91,19,sae J1939 Multiplexing Accelerator Pedal Sensor System Error      
Hyundai,Loader,Cummins,Ecm,91,19,sae J1939 Multiplexed Accelerator Pedal or Lever Sensor System - Received Network Data in
Hyundai,Excavator,Scania,Ecm,91,19,accelerator Pedal Value Out of Range Via Can      
Hyundai,Forklift,Scania,Ecm,91,19,accelerator Pedal Value Out of Range Via Can      
Hyundai,Loader,Scania,Ecm,91,19,accelerator Pedal Value Out of Range Via Can      
Hyundai,Excavator,Cummins,Ecm,93,2,"auxiliary Alternate Torque Validation Switch - Data Erratic, Intermittent or Incorrect   "
Hyundai,Forklift,Cummins,Ecm,93,2,oem Alternate Torque Validation Switch - Data Incorrect      
Hyundai,Loader,Cummins,Ecm,93,2,"auxiliary Alternate Torque Validation Switch - Data Erratic, Intermittent or Incorrect   "
Hyundai,Excavator,Cummins,Ecm,94,0,engine Fuel Delivery Pressure - Data Valid but Above Normal Operational Range - Most
Hyundai,Forklift,Cummins,Ecm,94,0,fuel Pressure Signal Indicates That Fuel Pressure Has Exceeded the Maximum Limit for the
Hyundai,Loader,Cummins,Ecm,94,0,engine Fuel Delivery Pressure - Data Valid but Above Normal Operational Range - Most
Hyundai,Excavator,Scania,Ecm,94,0,accumulator Pressure Is Too High         
Hyundai,Forklift,Scania,Ecm,94,0,gage Pressure of Fuel in System As Delivered From Supply Pump to the Injection
Hyundai,Loader,Scania,Ecm,94,0,accumulator Pressure Is Too High         
Hyundai,Forklift,Cummins,Ecm,94,1,fuel Delivery Pressure : Fuel Pump Delivery Pressure - Data Valid but Above Normal
Hyundai,Excavator,Cummins,Ecm,94,2,"fuel Pressure Sensor Circuit - Data Erratic, Intermittent, or Incorrect    "
Hyundai,Forklift,Cummins,Ecm,94,2,indicates That the Sensor Is Significantly Offset or Biased with Respect to Actual Pressure
Hyundai,Loader,Cummins,Ecm,94,2,"fuel Pressure Sensor Circuit - Data Erratic, Intermittent, or Incorrect    "
Hyundai,Excavator,Cummins,Ecm,94,3,"fuel Delivery Pressure Sensor Circuit Voltage Above Normal, or Shorted to High Source "
Hyundai,Forklift,Cummins,Ecm,94,3,"fuel Delivery Pressure : Fuel Delivery Pressure Sensor Circuit - Voltage Above Normal, or"
Hyundai,Loader,Cummins,Ecm,94,3,"fuel Delivery Pressure Sensor Circuit Voltage Above Normal, or Shorted to High Source "
Hyundai,Excavator,Cummins,Ecm,94,4,"fuel Delivery Pressure Sensor Circuit - Voltage Below Normal, or Shorted to Low Source"
Hyundai,Forklift,Cummins,Ecm,94,4,"fuel Delivery Pressure : Fuel Delivery Pressure Sensor Circuit - Voltage Below Normal, or"
Hyundai,Loader,Cummins,Ecm,94,4,"fuel Delivery Pressure Sensor Circuit - Voltage Below Normal, or Shorted to Low Source"
Hyundai,Forklift,Cummins,Ecm,94,10,fuel Pressure Sensor Stuck in Range While Engine Is Operating or Fuel Pressure Sensor
Hyundai,Excavator,Cummins,Ecm,94,15,fuel Pump Delivery Pressure - Data Valid but Above Normal Operating Range - Least
Hyundai,Forklift,Cummins,Ecm,94,15,fuel Delivery Pressure : Fuel Pump Delivery Pressure - Data Valid but Above Normal
Hyundai,Loader,Cummins,Ecm,94,15,fuel Pump Delivery Pressure - Data Valid but Above Normal Operating Range - Least
Hyundai,Excavator,Cummins,Ecm,94,16,fuel Pump Delivery Pressure - Data Valid but Above Normal Operational Range ??? Moderately
Hyundai,Forklift,Cummins,Ecm,94,16,fuel Pressure High - Warning         
Hyundai,Loader,Cummins,Ecm,94,16,fuel Pump Delivery Pressure - Data Valid but Above Normal Operational Range ??? Moderately
Hyundai,Excavator,Cummins,Ecm,94,17,fuel Pump Delivery Pressure - Data Valid but Below Normal Operating Range - Least
Hyundai,Forklift,Cummins,Ecm,94,17,fuel Delivery Pressure : Fuel Pump Delivery Pressure - Data Valid but Below Normal
Hyundai,Loader,Cummins,Ecm,94,17,fuel Pump Delivery Pressure - Data Valid but Below Normal Operating Range - Least
Hyundai,Excavator,Cummins,Ecm,94,18,fuel Pump Delivery Pressure - Data Valid but Below Normal Operating Range - Moderately
Hyundai,Forklift,Cummins,Ecm,94,18,fuel Pump Delivery Pressure Low - Data Valid but Below Normal Operational Range -
Hyundai,Loader,Cummins,Ecm,94,18,fuel Pump Delivery Pressure - Data Valid but Below Normal Operating Range - Moderately
Hyundai,Excavator,Cummins,Ecm,95,16,fuel Filter Differential Pressure - Data Valid but Above Normal Operating Range - Moderately
Hyundai,Forklift,Cummins,Ecm,95,16,engine Fuel Filter Differential Pressure : Fuel Filter Differential Pressure - Data Valid but
Hyundai,Loader,Cummins,Ecm,95,16,fuel Filter Differential Pressure - Data Valid but Above Normal Operating Range - Moderately
Hyundai,Excavator,Cummins,Ecm,97,0,water in Fuel Indicator - Data Valid but Above Normal Operating Range - Most
Hyundai,Forklift,Cummins,Ecm,97,0,water-in-Fuel Signal Indicates the Water in the Fuel Filter Needs to Be Drained. 
Hyundai,Loader,Cummins,Ecm,97,0,water in Fuel Indicator - Data Valid but Above Normal Operating Range - Most
Hyundai,Excavator,Cummins,Ecm,97,3,"water in Fuel Indicator Sensor Circuit Voltage Above Normal, or Shorted to High Source"
Hyundai,Forklift,Cummins,Ecm,97,3,water-in-Fuel Indicator : Water-in-Fuel Sensor Signal Voltage High (check the Water-in-Fuel Sensor and Circuit)
Hyundai,Loader,Cummins,Ecm,97,3,"water in Fuel Indicator Sensor Circuit Voltage Above Normal, or Shorted to High Source"
Hyundai,Excavator,Perkins,Ecm,97,3,water in Fuel Indicator : Voltage Above Normal      
Hyundai,Loader,Perkins,Ecm,97,3,water in Fuel Indicator : Voltage Above Normal      
Hyundai,Excavator,Cummins,Ecm,97,4,"water in Fuel Indicator Sensor Circuit Voltage Below Normal, or Shorted to Low Source"
Hyundai,Forklift,Cummins,Ecm,97,4,low Voltage Detected At Wif Signal Pin 40 of the Original Equipment Manufacturer (oem)
Hyundai,Loader,Cummins,Ecm,97,4,"water in Fuel Indicator Sensor Circuit Voltage Below Normal, or Shorted to Low Source"
Hyundai,Excavator,Cummins,Ecm,97,15,water in Fuel Indicator - Data Valid but Above Normal Operating Range - Least
Hyundai,Forklift,Cummins,Ecm,97,15,water in Fuel Indicator : Water in Fuel Indicator High - Data Valid but
Hyundai,Loader,Cummins,Ecm,97,15,water in Fuel Indicator - Data Valid but Above Normal Operating Range - Least
Hyundai,Excavator,Perkins,Ecm,97,15,water in Fuel Indicator: High - Least Severe (1)     
Hyundai,Loader,Perkins,Ecm,97,15,water in Fuel Indicator: High - Least Severe (1)     
Hyundai,Excavator,Cummins,Ecm,97,16,water in Fuel Indicator - Data Valid but Above Normal Operating Range - Moderately
Hyundai,Forklift,Cummins,Ecm,97,16,water in Fuel Indicator : Water in Fuel Indicator - Data Valid but Above
Hyundai,Loader,Cummins,Ecm,97,16,water in Fuel Indicator - Data Valid but Above Normal Operating Range - Moderately
Hyundai,Excavator,Perkins,Ecm,97,16,water in Fuel Indicator : High - Moderate Severity (2)    
Hyundai,Loader,Perkins,Ecm,97,16,water in Fuel Indicator : High - Moderate Severity (2)    
Hyundai,Excavator,Cummins,Ecm,98,0,engine Oil Level - Data Valid but Above Normal Operational Range - Most Severe
Hyundai,Forklift,Cummins,Ecm,98,0,engine Oil Level Data Valid but Above Normal Operational Range Most Severe Level. High
Hyundai,Loader,Cummins,Ecm,98,0,engine Oil Level - Data Valid but Above Normal Operational Range - Most Severe
Hyundai,Excavator,Cummins,Ecm,98,1,engine Oil Level - Data Valid but Below Normal Operational Range - Most Severe
Hyundai,Forklift,Cummins,Ecm,98,1,engine Oil Level Low ??? Maintenance        
Hyundai,Loader,Cummins,Ecm,98,1,engine Oil Level - Data Valid but Below Normal Operational Range - Most Severe
Hyundai,Excavator,Perkins,Ecm,98,1,engine Oil Level : Low - Most Severe (3)     
Hyundai,Loader,Perkins,Ecm,98,1,engine Oil Level : Low - Most Severe (3)     
Hyundai,Forklift,Cummins,Ecm,98,2,engine Oil Level #1 Sensor Circuit - Data Incorrect     
Hyundai,Excavator,Scania,Ecm,98,2,"oil Level Sensor, Faulty          "
Hyundai,Forklift,Scania,Ecm,98,2,ratio of Current Volume of Engine Sump Oil to Maximum Required Volume.  
Hyundai,Loader,Scania,Ecm,98,2,"oil Level Sensor, Faulty          "
Hyundai,Forklift,Cummins,Ecm,98,3,engine Oil Level Sensor Circuit - Voltage Above Normal or Shorted to High Source.
Hyundai,Excavator,Scania,Ecm,98,3,"oil Level Sensor, Short Circuit to +24v       "
Hyundai,Forklift,Scania,Ecm,98,3,ratio of Current Volume of Engine Sump Oil to Maximum Required Volume.  
Hyundai,Loader,Scania,Ecm,98,3,"oil Level Sensor, Short Circuit to +24v       "
Hyundai,Forklift,Cummins,Ecm,98,4,engine Oil Level Sensor Circuit - Voltage Below Normal or Shorted to Low Source.
Hyundai,Excavator,Scania,Ecm,98,4,"oil Level Sensor, Short Circuit to Ground       "
Hyundai,Forklift,Scania,Ecm,98,4,ratio of Current Volume of Engine Sump Oil to Maximum Required Volume.  
Hyundai,Loader,Scania,Ecm,98,4,"oil Level Sensor, Short Circuit to Ground       "
Hyundai,Excavator,Scania,Ecm,98,10,oil Level Sensor Stuck          
Hyundai,Forklift,Scania,Ecm,98,10,oil Level Sensor Stuck          
Hyundai,Loader,Scania,Ecm,98,10,oil Level Sensor Stuck          
Hyundai,Excavator,Cummins,Ecm,98,17,engine Oil Level - Data Valid but Below Normal Operating Range - Least Severe
Hyundai,Forklift,Cummins,Ecm,98,17,engine Oil Level Data Valid but Below Normal Operational Range Least Severe Level. Low
Hyundai,Loader,Cummins,Ecm,98,17,engine Oil Level - Data Valid but Below Normal Operating Range - Least Severe
Hyundai,Excavator,Perkins,Ecm,98,18,engine Oil Level : Low - Moderate Severity (2)     
Hyundai,Loader,Perkins,Ecm,98,18,engine Oil Level : Low - Moderate Severity (2)     
Hyundai,Forklift,Cummins,Ecm,99,1,high Lubricating Oil Filter Restriction         
Hyundai,Forklift,Scania,Ecm,100,0,gage Pressure of Oil in Engine Lubrication System As Provided By Oil Pump. 
Hyundai,Excavator,Cummins,Ecm,100,1,engine Oil Rifle Pressure - Data Valid but Below Normal Operational Range - Most
Hyundai,Forklift,Cummins,Ecm,100,1,engine Oil Pressure Low ??? Warning        
