Manufacture,Type,Engine,Controllers,SPN,FMI,Code
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,70,2,"J1939 Park Brake Switch Signal from Source #1 is Erratic: Parking Brake Switch Data Erratic, Intermittent Or Incorrect; CPC 2 Fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,70,9,J1939 Park Brake Switch Signal from Source #2 is Missing: Parking Brake Switch Abnormal Update Rate; CPC 2 Fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,70,10,J1939 Park Brake Switch Signal from Source #3 is Erratic: Parking Brake Switch Abnormal Rate Of Change; CPC 2 Fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,70,13,"J1939 Park Brake Switch Signal from Source CCVS1, CCVS2 or CCVS3 is missing or not available = SNA (signal not available)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,70,14,J1939 Park Brake Switch Signal from Source #3 is Missing: Parking Brake Switch Special Instructions; CPC 2 Fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,70,19,J1939 Park Brake Switch Signal from Source #2 is Erratic: Parking Brake Switch Received Network Data In Error; CPC 2 Fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,77,0,Forward Rear Drive Axle Temperature Data Valid But Above Normal Operational Range - Most Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,0,Vehicle Speed above programmable Threshold #1. This is not a system failure/fault.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,2,Vehicle Speed Signal lost
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,3,Vehicle speed signal C3; open circuit
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,4,Vehicle speed signal C3; shorted to ground
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,5,"Vehicle Speed Sensor open Circuit (broken wire, terminal floating)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,6,Vehicle Speed Sensor Anti-Tamper Detection via ABS Vehicle Speed Comparison (ABS speed and Vehicle Speed Sensor are not consistent)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,7,"Hall effect Vehicle Speed Sensor wiring mismatch, rationality fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,11,Vehicle Speed above programmable Threshold #2. This is not a system failure/fault.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,13,"vehicle speed over PTCAN SNA: Wheel-Based Vehicle Speed Data Erratic, Intermittent Or Incorrect; vehicle speed value received from CPC over PTCAN is in the signal not available (SNA) range per the VMM definition"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,14,Vehicle speed signal C3; value not plausible
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,19,vehicle speed value is outside the allowable range: Transmission Output Shaft Speed Out Of Calibration; vehicle speed value received from CPC over PTCAN is outside the allowable range.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,20,Vehicle Speed Sensor Drifted High Error (VSS signal not plausible)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,84,21,Vehicle Speed Sensor Erratic: Wheel-Based Vehicle Speed Data Drifted Low; Denotes the fault status of the vehicle speed sensor rationality check
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,0,Analog accelerator pedal; accelerator pedal not adjusted
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,2,Analog accelerator pedal; voltage not plausible
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,3,Analog accelerator pedal faulty
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,4,Analog Accelerator Pedal Resistance to Low or Short to Ground
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,7,2-Channel Accelerator Pedal Idle Not Recognized (idle area not evaluated)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,8,2-Channel Accelerator Pedal Signal 1 missing
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,10,Throttle pedal rationality check failed
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,13,J1939 EEC2 message is missing or not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,14,2-Channel Accelerator Pedal Not Learned
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,91,31,2-Channel Accelerator Pedal Learned Range to Large
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,0,Measuring range exceeded or short circuit to terminal 30/15; Fuel pressure sensor / fuel pressure / temperature sensor
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,1,Fuel Pressure in Low Pressure Circuit too Low: Engine Fuel Delivery Pressure Data Valid But Below Normal Operational Range - Most Severe Level; to detect when the fuel system has lost prime
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,2,"Low Side Fuel Pressure Not Plausible: Engine Fuel Delivery Pressure Data Erratic, Intermittent Or Incorrect; Low Fuel Pressure System Pressure Sensor is plausible"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,3,"Low Side Fuel Pressure Sensor Circuit Failed High: Engine Fuel Delivery Pressure Voltage Above Normal, Or Shorted To High Source; ow Fuel Pressure System Pressure Sensor Circuit Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,4,"Low Side Fuel Pressure Sensor Circuit Failed Low: Engine Fuel Delivery Pressure Voltage Below Normal, Or Shorted To Low Source; Low Fuel Pressure System Pressure Sensor Circuit Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,11,sensor drift fault for fuel pressure: FMM_AS_ET_TEST2 Condition Exists; sensor drift fault for fuel pressure
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,14,Fuel line signal not plausible; Measured value not plausible
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,15,Fuel Filter Service Warning: Engine Fuel Delivery Pressure Data Valid But Above Normal Operating Range - Least Severe Level; Fuel Filter Service is necessary
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,16,Fuel Filter Replacement Required: Engine Fuel Delivery Pressure Data Valid But Above Normal Operating Range - Moderately Severe Level; Fuel Filter is Full -> Failure
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,17,Fuel Delivery Pressure Data Valid But Below Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,94,18,Fuel Delivery Pressure Data Valid But Below Normal Operating Range - Moderately Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,96,2,"Fuel Tank Level Sensor Stuck in Position: Fuel Level 1 Data Erratic, Intermittent Or Incorrect; Fuel tank level sensor stuck"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,96,13,fuel level sensor signal missing or not available: Fuel Level 1 Abnormal Update Rate; Fuel Level Sensor Missing or Not Available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,96,19,Fuel Level Sensor Signal Error: Fuel Level 1 Received Network Data In Error; Fuel Level Sensor Received Network Data in Error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,0,Water in Fuel Lifetime Exceeded: Water In Fuel Indicator Data Valid But Above Normal Operational Range - Most Severe Level; tbd
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,3,"Water in Fuel Circuit Failed High: Water In Fuel Indicator Voltage Above Normal, Or Shorted To High Source; Water level fuel filter Circuit Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,4,"Water in Fuel Circuit Failed Low: Water In Fuel Indicator Voltage Below Normal, Or Shorted To Low Source; Water level fuel filter Circuit Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,7,Water-in-Fuel (WIF) Sensor - Error: Water In Fuel Indicator Mechanical System Not Responding Or Out Of Adjustment; WIF sensor/wiring failure
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,14,Water-in-Fuel Warning - Ignored: Water In Fuel Indicator Special Instructions; water in fuel drain request light ignored
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,15,Water-in-Fuel Warning: Water In Fuel Indicator Data Valid But Above Normal Operating Range - Least Severe Level; tbd
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,16,Water-in-Fuel (WIF) Warning: Water In Fuel Indicator Data Valid But Above Normal Operating Range - Moderately Severe Level; Water in Fuel
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,97,31,Water-in-Fuel (WIF) Warning - Ignored: Water In Fuel Indicator Condition Exists; water in fuel drain request light ignored
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,0,Oil Level Circuit Failed High: Engine Oil Level Data Valid But Above Normal Operational Range - Most Severe Level; Difference Voltage of oil-level-meassurement too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,1,Oil Level Circuit Failed Low: Engine Oil Level Data Valid But Below Normal Operational Range - Most Severe Level; Difference Voltage of oil-level-meassurement too low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,2,Engine oil circulation; fluid level too high / too low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,3,Oil level sensor; Measured value not plausible
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,4,"Oil Level Sensor Defect: Engine Oil Level Voltage Below Normal, Or Shorted To Low Source; oil level sensor defective"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,5,Oil Level Sensor Wire Open Load: Engine Oil Level Current Below Normal Or Open Circuit; oil level sensor open load
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,14,Production Mode Oil Level Measurement Active: Engine Oil Level Special Instructions; E2P_FAB_OIL_MEAS_PENDING not yet cleared
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,16,Engine Oil Level too High: Engine Oil Level Data Valid But Above Normal Operating Range - Moderately Severe Level; oil level too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,17,Engine Oil Level is too Low: Engine Oil Level Data Valid But Below Normal Operating Range - Least Severe Level; Engine oil level is too low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,98,18,Engine Oil Level too Low: Engine Oil Level Data Valid But Below Normal Operating Range - Moderately Severe Level; oil level too low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,0,Engine Oil Pressure Stuck: Engine Oil Pressure Data Valid But Above Normal Operational Range - Most Severe Level; Oil pressure sensor stuck at high pressure at low engine speed
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,1,"Engine Oil Pressure Very Low: Engine Oil Pressure Data Valid But Below Normal Operational Range - Most Severe Level; Engine oilpressure below threshold, after expiration of start delay"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,2,"Slow Engine Oil Pressure Buildup, Reduced Engine Torque: Engine Oil Pressure Data Erratic, Intermittent Or Incorrect;"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,3,"Engine Oil Pressure Circuit Failed High: Engine Oil Pressure Voltage Above Normal, Or Shorted To High Source; Engine Oil Pressure Sensor/Switch High Voltage"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,4,"Engine Oil Pressure Circuit Failed Low: Engine Oil Pressure Voltage Below Normal, Or Shorted To Low Source; Engine Oil Pressure Sensor/Switch Low Voltage"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,10,"Low Oil PSI Derate: Engine Oil Pressure Abnormal Rate Of Change; Engine oilpressure below threshold, while start delay active"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,11,sensor drift fault for oil pressure: FMM_AS_ET_TEST2 Condition Exists; sensor drift fault for oil pressure
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,13,"parameterisation for OPC is wrong: FMM_AS_ET_TEST2 Condition Exists; check the configuration PVH, E2P and Frequency from OPC"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,14,P OIL sensor plausibility check error: FMM_AS_ET_TEST2 Condition Exists; P OIL sensor plausibility check error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,16,MU_EPF_P_ENG_OIL_HIGH_WARN: Engine Oil Pressure Data Valid But Above Normal Operating Range - Moderately Severe Level; Engine oil pressure too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,17,"Engine Oil Pressure Low: Engine Oil Pressure Data Valid But Below Normal Operating Range - Least Severe Level; Engine oilpressure below threshold, after expiration of start delay"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,18,MU_EPF_LOW_IDLE_SHUT_DOWN: Engine Oil Pressure Data Valid But Below Normal Operating Range - Moderately Severe Level; tbd (Martin Mehring)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,20,oil pressure control deviation: FMM_AS_ET_TEST2 Condition Exists; oil pressure control deviation
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,100,31,Engine Oil Pressure Not Available Or Condition Exists
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,101,0,"Crankcase pressure sensor rationality high monitor: FMM_AS_ET_TEST2 Condition Exists; The fault will enable when the ""live crankcase pressure curve"" is above the ""baseline crankcase pressure curve"" by a calibratable threshold."
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,101,1,Crankcase pressure sensor rationality low monitor: FMM_AS_ET_TEST2 Condition Exists; Crankcase pressure is below a calibratable threshold based on a calculated blow-by passing through the piston rings
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,101,2,sensor drift fault for crankcase pressure: FMM_AS_ET_TEST2 Condition Exists; sensor drift fault for crankcase pressure
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,101,3,Crankcase pressure sensor Circuit Failed High: FMM_AS_ET_TEST2 Condition Exists; Crankcase pressure sensor Circuit Failed High
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,101,4,Crankcase pressure sensor Circuit Failed Low: FMM_AS_ET_TEST2 Condition Exists; Crankcase pressure sensor Circuit Failed Low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,0,Booster path; boost pressure too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,1,Booster path; booster path defective
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,2,"Integrated intake pressure runs out of expected range: Wheel-Based Vehicle Speed Voltage Below Normal, Or Shorted To Low Source; Intake pressure deviation is integrated over time, too high deviations over time lead to this fault."
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,3,Booster pressure sensor; measuring range exceeded
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,4,Boost pressure sensor; remains under measuring range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,13,Booster path / Boost pressure control; boost pressure deviation too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,16,Intake manifold pressure too High: The set point signal and the actual sensor signal for the intake manifold pressure are compared to each other and the difference exceeds a maximum negative threshold.
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,102,18,Intake Manifold Pressure too Low: The set point signal and the actual sensor signal for the intake manifold pressure are compared to each other. The difference exceeds a positive threshold resulting in `MDEG: Eurostage 4 SEVERE` inducement
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,0,Turbo Charger Speed Above Threshold (Low Box): Engine Turbocharger 1 Speed Data Valid But Above Normal Operational Range - Most Severe Level; Turbo Charger speed below threshold
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,1,Turbo Charger Speed Below Threshold (High Box): Engine Turbocharger 1 Speed Data Valid But Below Normal Operational Range - Most Severe Level; Turbo Charger speed above threshold
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,2,"Turbocharger Speed Out of Range High: Engine Turbocharger 1 Speed Data Erratic, Intermittent Or Incorrect; set when the turbo speed sensor has failed (characterised by consistently low turbo speed)"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,3,"Turbo Charger Speed Sensor Circuit Failed High: Engine Turbocharger 1 Speed Voltage Above Normal, Or Shorted To High Source; TC sensor value to high-> open load"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,4,"Turbo Charger Speed Sensor Circuit Failed Low: Engine Turbocharger 1 Speed Voltage Below Normal, Or Shorted To Low Source; TC sensor value too low -> shortcut"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,7,No speed booster 1; no engine speed
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,12,MU_IS2_EHM_TC_DAMAGE_CALC: Engine Turbocharger 1 Speed Bad Intelligent Device Or Component;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,14,No speed booster 2; no engine speed
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,103,16,Turbo Charger Turbine Overspeed Detected: Engine Turbocharger 1 Speed Data Valid But Above Normal Operating Range - Moderately Severe Level; Overspeed of Turbo Charger detected
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,105,0,Booster path; temperature too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,105,2,"Intake Manifold Temperature Sensor General Temperature Plausibility Error: Engine Intake Manifold 1 Temperature Data Erratic, Intermittent Or Incorrect; Temperature Sensor Plausibility Error Intake Manifold temperature sensor general error"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,105,3,Boost temperature sensor; measuring range exceeded
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,105,4,Boost temperature sensor; remains under measuring range
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,105,15,Engine Intake Manifold 1 Temperature-data valid but above normal range– least severe
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,105,16,Engine Intake Manifold 1 Temperature-data valid but above normal range – moderate severity
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,107,0,Air filter sensor; air pressure too high
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,107,2,Air Filter Sensor plausibility error
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,107,3,Air filter sensor; open circuit
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,107,4,Air filter sensor; shorted to ground
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,107,15,Air Filter Differential Pressure Data Valid But Above Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,107,16,Air Filter Differential Pressure Data Valid But Above Normal Operating Range - Moderately Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,108,2,sensor drift fault for ambient air pressure: FMM_AS_ET_TEST2 Condition Exists; sensor drift fault for ambient air pressure
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,108,3,"Barometric Pressure Circuit Failed High: Barometric Pressure Voltage Above Normal, Or Shorted To High Source; Barometric Pressure Circuit High Input"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,108,4,"Barometric Pressure Circuit Failed Low: Barometric Pressure Voltage Below Normal, Or Shorted To Low Source; Barometric Pressure Circuit Low Input"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,108,13,Ambient Air Pressure Signal Not Available via CAN: Barometric Pressure Out Of Calibration; ambient air pressure over CAN signal not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,0,Coolant Temperature High: Engine Coolant Temperature Data Valid But Above Normal Operational Range - Most Severe Level; Coolant temperature too high warning
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,1,MU_EPF_IDLE_T_COOL_L_WARN: Engine Coolant Temperature Data Valid But Below Normal Operational Range - Most Severe Level; tbd (Martin Mehring)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,2,"Coolant Outlet Temperature Not Plausible: Engine Coolant Temperature Data Erratic, Intermittent Or Incorrect; Engine coolant outlet temperature sensor rationality"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,3,"Engine Coolant Outlet Temperature Circuit Failed High: Engine Coolant Temperature Voltage Above Normal, Or Shorted To High Source; Outlet Coolant Temperature Circuit Failed High"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,4,"Engine Coolant Outlet Temperature Circuit Failed Low: Engine Coolant Temperature Voltage Below Normal, Or Shorted To Low Source; Outlet Coolant Temperature Circuit Failed Low"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,9,Coolant Temperature Signal Not Available via CAN: Engine Coolant Temperature Abnormal Update Rate; coolant temperature over CAN signal not available
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,10,Engine Coolant Outlet Temperature - Signal Spike: Engine Coolant Temperature Abnormal Rate Of Change; sensor gradient error of t_coolant out
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,14,Engine Coolant Outlet Temperature / Engine Oil Temperature Plausibility Error: Engine Coolant Temperature Special Instructions; Coolant temperature above Engine Oil
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,15,Engine Coolant Temperature Data Valid But Above Normal Operating Range - Least Severe Level
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,16,Coolant Temperature High Alarm: Engine Coolant Temperature Data Valid But Above Normal Operating Range - Moderately Severe Level; EGR slow response by detecting a high intake manifold temperature
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,18,Failed Coolant Thermostat (Coolant Heat Up too Slow Compared to Modeled Coolant Temperature): Engine Coolant Temperature Data Valid But Below Normal Operating Range - Moderately Severe Level;
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,21,Engine Coolant Outlet Temperature Sensor General Temperature Plausibility Error: Engine Coolant Temperature Data Drifted Low; Temperature Sensor Plausibility Error Engine Coolant Outlet
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,110,31,Coolant Temperature Differential High: Engine Coolant Temperature Condition Exists; Monitoring the coolant water flow in the engine
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,111,1,Coolant Level Very Low: Engine Coolant Level Data Valid But Below Normal Operational Range - Most Severe Level; CPC 2 Fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,111,3,"Coolant Level Circuit Failed High: Engine Coolant Level Voltage Above Normal, Or Shorted To High Source; CPC 2 Fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,111,4,"Coolant Level Circuit Failed Low: Engine Coolant Level Voltage Below Normal, Or Shorted To Low Source; CPC 2 Fault"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,111,6,Coolant Level Sensor Circuit shorted to GND
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,111,18,Coolant Level Low: Engine Coolant Level Data Valid But Below Normal Operating Range - Moderately Severe Level; CPC 2 Fault
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,111,19,Coolant Level Low (CAN): Engine Coolant Level Received Network Data In Error; Coolant level low
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,120,13,J1939 Retarder Fluid Message is missing or not available (J1939 Cabin Message is missing or not available?)
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,132,15,Air Mass Adaption has Reached Implausible Value: Engine Intake Air Mass Flow Rate Data Valid But Above Normal Operating Range - Least Severe Level; Air mass adaption has reached implausible value
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,0,quick fuel Rail Pressure lost because of a cracked pump head: FMM_AS_ET_TEST2 Condition Exists; The fuel rail pressure has a sudden high leakage due to a cracked pump head
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,1,"Fuel Rail Pressure too High due to high pressure gradient: EGR_PAR Special Instructions; In case off very high pressure peaks, the system should react much faster, if a high pressure gradient is detected to prevent very high system pressures."
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,2,"Fuel Rail Pressure Sensor Signal Erratic: Engine Injector Metering Rail 1 Pressure Data Erratic, Intermittent Or Incorrect; Monitoring of the sensor for loosing contact"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,3,"Injector Metering Rail #1 Pressure Voltage Above Normal, Or Shorted To High Source"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,4,"Injector Metering Rail #1 Pressure Voltage Below Normal, Or Shorted To Low Source"
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,10,Undercapacity in High Pressure Circuit: Engine Injector Metering Rail 1 Pressure Abnormal Rate Of Change; I-Term Value too High
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,14,Leakage in Low Pressure Fuel Circuit Detected: Engine Injector Metering Rail 1 Pressure Special Instructions; Indication for Low Pressure Circuit Leak
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,15,Fuel Rail Pressure too Low - Low Pressure Circuit: Engine Injector Metering Rail 1 Pressure Data Valid But Above Normal Operating Range - Least Severe Level; rpg_p_rail_dev > rpg_p_rail_dev_srh_2m dependent on engine speed
Bell,Dump/Track Truck,Cummins/Mercedes,ECU,157,16,Fuel Rail Pressure too Low: Engine Injector Metering Rail 1 Pressure Data Valid But Above Normal Operating Range - Moderately Severe Level; Pressure Deviation too high
